Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Royce Lewis","MIN","3B",183,174,1517.2,133,261,17,4,13,28,27,3,1,,,,,,0.95863747,,"Royce Lewis",20437,668904
"Jazz Chisholm Jr.","- - -","2B",86,84,744,124,206,8,2,6,36,17,19,1,,,,,,0.97633136,,"Jazz Chisholm Jr.",20454,665862
"Jazz Chisholm Jr.","NYY","3B",74,73,638.1,53,125,13,3,10,9,9,1,1,,,,,,0.93193717,,"Jazz Chisholm Jr.",20454,665862
"Jazz Chisholm Jr.","- - -","CF",192,187,1605,401,7,5,3,2,0,1,0,0,,,,,,0.98789346,,"Jazz Chisholm Jr.",20454,665862
"William Contreras","MIL","C",346,345,3031,3085,108,23,11,12,2,8,1,4,,205,58,13,90,0.99284826,,"William Contreras",20503,661388
"Drew Waters","KCR","CF",72,61,526.2,159,1,5,5,0,0,1,0,0,,,,,,0.96969697,,"Drew Waters",20505,671221
"Drew Waters","KCR","RF",72,56,493,120,7,2,2,0,0,0,0,0,,,,,,0.98449612,,"Drew Waters",20505,671221
"Nick Madrigal","CHC","3B",108,72,698.1,55,149,6,4,2,12,12,1,0,,,,,,0.97142857,,"Nick Madrigal",20521,663611
"Nolan Jones","- - -","LF",141,129,1152.2,227,15,7,4,2,0,1,0,0,,,,,,0.97188755,,"Nolan Jones",20529,666134
"Nolan Jones","- - -","RF",129,101,865.2,183,11,2,2,0,0,3,0,0,,,,,,0.98979592,,"Nolan Jones",20529,666134
"Kutter Crawford","BOS","P",64,56,313,31,12,2,0,2,1,0,0,1,,15,,,,0.95555556,,"Kutter Crawford",20531,676710
"Vidal Bruján","- - -","2B",49,35,319,52,85,2,0,2,23,10,14,1,,,,,,0.98561151,,"Vidal Brujan",20536,660644
"Vidal Bruján","- - -","SS",51,32,327,51,95,6,5,1,13,6,7,1,,,,,,0.96052632,,"Vidal Brujan",20536,660644
"Jose Miranda","MIN","3B",128,117,1007.2,66,171,12,6,6,14,14,0,0,,,,,,0.95180723,,"Jose Miranda",20538,669304
"Elehuris Montero","COL","1B",109,102,890.2,877,50,5,1,4,95,11,0,96,16,,,,,0.99463519,,"Elehuris Montero",20543,660707
"Kody Clemens","- - -","1B",101,83,723.1,578,50,1,1,0,44,6,3,49,8,,,,,0.99841017,,"Kody Clemens",20572,665019
"Kody Clemens","- - -","2B",55,34,321.2,54,96,2,1,1,11,5,6,0,,,,,,0.98684211,,"Kody Clemens",20572,665019
"Iván Herrera","STL","C",83,75,662.2,637,29,4,1,3,0,1,0,1,,74,6,2,28,0.99402985,,"Ivan Herrera",20599,671056
"Yusei Kikuchi","- - -","P",94,94,505,15,31,3,0,3,2,2,0,0,,33,,,,0.93877551,,"Yusei Kikuchi",20633,579328
"Cristopher Sánchez","PHI","P",79,78,463.1,16,62,7,4,3,3,3,0,0,,30,,,,0.91764706,,"Cristopher Sanchez",20778,650911
"Bailey Ober","MIN","P",81,81,452.1,29,40,2,1,1,3,2,0,1,,9,,,,0.97183099,,"Bailey Ober",21224,641927
"Joe Ryan","MIN","P",80,79,453.2,17,26,4,2,2,1,0,0,1,,37,,,,0.91489362,,"Joe Ryan",21390,657746
"Lars Nootbaar","STL","CF",108,90,764,225,3,2,2,0,0,1,0,0,,,,,,0.99130435,,"Lars Nootbaar",21454,663457
"Lars Nootbaar","STL","LF",148,129,1152.2,207,0,2,2,0,0,0,0,0,,,,,,0.99043062,,"Lars Nootbaar",21454,663457
"Lars Nootbaar","STL","RF",129,105,928,246,7,2,2,0,0,3,0,0,,,,,,0.99215686,,"Lars Nootbaar",21454,663457
"Nico Hoerner","CHC","2B",416,412,3591.1,686,1033,19,12,7,192,76,125,9,,,,,,0.98906789,,"Nico Hoerner",21479,663538
"Trevor Larnach","MIN","LF",115,98,802.1,180,0,0,0,0,0,0,0,0,,,,,,1,,"Trevor Larnach",21501,663616
"Trevor Larnach","MIN","RF",71,49,461,110,1,0,0,0,0,0,0,0,,,,,,1,,"Trevor Larnach",21501,663616
"Jake Irvin","WSN","P",87,87,471.1,42,54,6,2,4,2,0,0,2,,19,,,,0.94117647,,"Jake Irvin",21504,663623
"Jonathan India","- - -","2B",303,297,2563.2,476,612,19,11,8,138,56,87,4,,,,,,0.9828365,,"Jonathan India",21523,663697
"Joey Bart","- - -","C",175,157,1375.2,1238,50,8,3,5,1,5,0,3,,140,29,10,48,0.99382716,,"Joey Bart",21524,663698
"Cal Raleigh","SEA","C",373,347,3133,3158,126,20,2,17,1,14,1,4,,233,79,8,94,0.99394673,,"Cal Raleigh",21534,663728
"Nick Fortes","- - -","C",292,237,2141,2149,93,28,8,19,2,3,2,3,,225,52,9,57,0.9876652,,"Nick Fortes",21538,663743
"Matt Vierling","DET","3B",89,69,600.1,52,128,3,2,1,9,11,0,2,,,,,,0.98360656,,"Matt Vierling",21558,663837
"Matt Vierling","DET","CF",108,86,760,220,4,2,2,0,0,1,0,0,,,,,,0.99115044,,"Matt Vierling",21558,663837
"Matt Vierling","DET","LF",60,36,360,78,0,0,0,0,0,0,0,0,,,,,,1,,"Matt Vierling",21558,663837
"Matt Vierling","DET","RF",97,77,689.2,186,6,1,0,1,0,0,0,0,,,,,,0.99481865,,"Matt Vierling",21558,663837
"Romy Gonzalez","BOS","1B",76,49,444.1,381,41,4,3,1,36,6,0,33,12,,,,,0.99061033,,"Romy Gonzalez",21562,663853
"Romy Gonzalez","- - -","2B",91,57,530,76,139,5,4,1,25,7,19,1,,,,,,0.97727273,,"Romy Gonzalez",21562,663853
"Kyle Isbel","KCR","CF",355,314,2757.2,813,6,6,4,2,0,3,0,0,,,,,,0.99272727,,"Kyle Isbel",21614,664728
"Alec Bohm","PHI","1B",108,82,775,629,57,6,4,2,47,3,2,48,5,,,,,0.99132948,,"Alec Bohm",21618,664761
"Alec Bohm","PHI","3B",317,305,2643,177,574,22,12,10,40,40,0,1,,,,,,0.97153946,,"Alec Bohm",21618,664761
"Jake McCarthy","ARI","CF",89,82,707.1,204,1,1,1,0,0,0,0,0,,,,,,0.99514563,,"Jake McCarthy",21622,664983
"Jake McCarthy","ARI","LF",58,39,354.1,83,0,0,0,0,0,0,0,0,,,,,,1,,"Jake McCarthy",21622,664983
"Jake McCarthy","ARI","RF",160,117,1081.1,290,2,4,2,2,0,1,0,0,,,,,,0.98648649,,"Jake McCarthy",21622,664983
"Nick Maton","- - -","3B",55,43,365,19,65,8,7,1,6,5,1,0,,,,,,0.91304348,,"Nick Maton",21635,665155
"Jeremy Peña","HOU","SS",423,418,3707.1,555,995,41,23,18,207,114,97,12,,,,,,0.97423004,,"Jeremy Pena",21636,665161
"Rafael Marchán","PHI","C",54,40,377,361,19,3,1,2,0,2,0,2,,31,14,2,8,0.9921671,,"Rafael Marchan",21646,665561
"Edward Cabrera","MIA","P",66,64,324.2,18,26,5,2,3,1,1,0,0,,67,,,,0.89795918,,"Edward Cabrera",21690,665795
"Miguel Amaya","CHC","C",184,162,1430.1,1343,56,11,5,6,0,2,1,3,,121,25,8,39,0.99219858,,"Miguel Amaya",21693,665804
"Oswaldo Cabrera","NYY","3B",122,105,944.2,91,211,12,2,10,21,24,0,2,,,,,,0.96178344,,"Oswaldo Cabrera",21707,665828
"Oswaldo Cabrera","NYY","LF",55,34,332,59,0,0,0,0,0,0,0,0,,,,,,1,,"Oswaldo Cabrera",21707,665828
"Oneil Cruz","PIT","CF",137,133,1178.1,333,6,11,7,4,0,2,0,0,,,,,,0.96857143,,"Oneil Cruz",21711,665833
"Oneil Cruz","PIT","SS",121,116,1031.1,152,250,25,12,13,53,39,16,4,,,,,,0.94145199,,"Oneil Cruz",21711,665833
"Enmanuel Valdez","- - -","2B",118,103,844.2,127,254,14,10,4,45,15,32,0,,,,,,0.96455696,,"Enmanuel Valdez",21716,665839
"Esteury Ruiz","OAK","CF",119,106,921.1,275,1,6,5,1,0,0,0,0,,,,,,0.9787234,,"Esteury Ruiz",21780,665923
"Jonathan Aranda","TBR","1B",125,113,1006.2,864,60,7,4,3,81,8,2,83,14,,,,,0.9924812,,"Jonathan Aranda",21837,666018
"Freddy Fermin","- - -","C",243,204,1863,1805,94,19,10,9,3,4,3,2,,91,45,15,38,0.99009385,,"Freddy Fermin",21840,666023
"Cole Ragans","- - -","P",71,54,331,14,33,0,0,0,1,1,0,0,,14,,,,1,,"Cole Ragans",21846,666142
"Will Benson","CIN","CF",57,40,348.1,105,1,2,1,1,0,0,0,0,,,,,,0.98148148,,"Will Benson",21853,666181
"Will Benson","CIN","LF",126,91,802,184,6,1,1,0,0,1,0,0,,,,,,0.9947644,,"Will Benson",21853,666181
"Will Benson","CIN","RF",136,104,952.2,269,6,1,0,1,0,1,0,0,,,,,,0.99637681,,"Will Benson",21853,666181
"Bo Naylor","CLE","C",289,251,2251.1,2196,111,17,5,12,1,7,3,8,,191,51,15,73,0.99268503,,"Bo Naylor",21865,666310
"Christopher Morel","- - -","2B",40,36,332,53,113,4,3,1,22,5,17,0,,,,,,0.97647059,,"Christopher Morel",21897,666624
"Christopher Morel","CHC","3B",79,77,618.1,49,116,10,5,5,7,7,0,1,,,,,,0.94285714,,"Christopher Morel",21897,666624
"Christopher Morel","- - -","LF",80,66,547.1,113,2,5,3,2,0,0,0,0,,,,,,0.95833333,,"Christopher Morel",21897,666624
"Dane Myers","MIA","CF",99,77,707,218,6,1,0,1,0,1,0,0,,,,,,0.99555556,,"Dane Myers",22054,667472
"Dane Myers","MIA","RF",50,35,310,73,6,4,3,1,0,1,0,0,,,,,,0.95180723,,"Dane Myers",22054,667472
"José Soriano","LAA","P",89,49,318.2,25,38,4,1,3,5,2,0,3,,8,,,,0.94029851,,"Jose Soriano",22100,667755
"Nick Pratto","KCR","1B",78,64,565.2,512,28,4,0,4,48,4,0,50,8,,,,,0.99264706,,"Nick Pratto",22117,668472
"Akil Baddoo","DET","LF",122,109,911.1,222,4,2,1,1,0,1,0,0,,,,,,0.99122807,,"Akil Baddoo",22168,668731
"Hunter Greene","CIN","P",64,64,352.2,17,22,0,0,0,1,1,0,0,,36,,,,1,,"Hunter Greene",22182,668881
"Mark Vientos","NYM","3B",193,186,1548.1,105,313,15,9,6,26,26,1,1,,,,,,0.96535797,,"Mark Vientos",22184,668901
"Brice Turang","MIL","2B",410,381,3391,627,959,20,12,8,188,67,126,11,,,,,,0.9875467,,"Brice Turang",22186,668930
"MJ Melendez","KCR","LF",195,177,1498.2,302,12,5,3,2,1,3,0,0,,,,,,0.98432602,,"MJ Melendez",22197,669004
"MJ Melendez","KCR","RF",82,75,641.2,156,4,5,4,1,0,0,0,0,,,,,,0.96969697,,"MJ Melendez",22197,669004
"MacKenzie Gore","WSN","P",86,86,450,7,40,4,2,2,1,2,0,0,,48,,,,0.92156863,,"MacKenzie Gore",22201,669022
"Luis Campusano","SDP","C",128,111,996,1015,37,6,4,2,0,0,1,0,,70,9,8,48,0.99432892,,"Luis Campusano",22217,669134
"Jack Suwinski","PIT","CF",183,167,1397.2,431,2,2,1,1,0,0,0,0,,,,,,0.9954023,,"Jack Suwinski",22244,669261
"Jack Suwinski","PIT","LF",65,42,410.2,81,0,1,1,0,0,0,0,0,,,,,,0.98780488,,"Jack Suwinski",22244,669261
"Logan Gilbert","SEA","P",87,87,513.2,55,24,4,0,4,0,0,0,1,,37,,,,0.95180723,,"Logan Gilbert",22250,669302
"Nolan Gorman","STL","2B",205,187,1642,287,502,16,13,3,120,45,77,5,,,,,,0.98012422,,"Nolan Gorman",22263,669357
"Nolan Gorman","STL","3B",68,53,492.2,30,104,7,1,6,15,15,0,0,,,,,,0.95035461,,"Nolan Gorman",22263,669357
"Xavier Edwards","MIA","2B",110,102,886.2,124,260,3,2,1,46,20,27,0,,,,,,0.99224806,,"Xavier Edwards",22266,669364
"Xavier Edwards","MIA","SS",110,108,949.2,139,240,13,5,8,50,30,21,6,,,,,,0.96683673,,"Xavier Edwards",22266,669364
"Tarik Skubal","DET","P",74,74,452.1,15,41,3,0,3,2,2,0,0,,10,,,,0.94915254,,"Tarik Skubal",22267,669373
"Jake Burger","- - -","1B",154,130,1164,953,109,7,4,2,76,6,0,77,16,,,,,0.99345182,,"Jake Burger",22275,669394
"Jake Burger","- - -","3B",161,158,1335,97,264,20,12,7,26,27,0,2,,,,,,0.94750656,,"Jake Burger",22275,669394
"Nick Allen","- - -","SS",267,242,2097.2,317,566,20,9,11,105,53,52,5,,,,,,0.97785161,,"Nick Allen",22277,669397
"Taylor Walls","TBR","2B",42,37,320.2,61,97,1,1,0,22,8,15,1,,,,,,0.99371069,,"Taylor Walls",22458,670764
"Taylor Walls","TBR","SS",209,173,1600.1,245,469,13,9,4,92,54,42,9,,,,,,0.98211829,,"Taylor Walls",22458,670764
"Triston Casas","BOS","1B",214,198,1784,1521,161,12,9,2,137,17,2,142,33,,,,,0.99291617,,"Triston Casas",22514,671213
"Heliot Ramos","SFG","CF",63,59,517.2,130,1,1,1,0,0,0,0,0,,,,,,0.99242424,,"Heliot Ramos",22515,671218
"Heliot Ramos","SFG","LF",201,194,1711.1,362,6,10,6,4,0,1,0,0,,,,,,0.97354497,,"Heliot Ramos",22515,671218
"Tyler Freeman","CLE","CF",97,82,731,193,8,1,1,0,0,2,0,0,,,,,,0.9950495,,"Tyler Freeman",22532,671289
"Tyler Freeman","COL","RF",61,55,467.1,98,2,1,1,0,0,0,0,0,,,,,,0.99009901,,"Tyler Freeman",22532,671289
"Lawrence Butler","OAK","CF",89,71,638.2,196,1,0,0,0,0,1,0,0,,,,,,1,,"Lawrence Butler",22542,671732
"Lawrence Butler","OAK","RF",217,195,1746.1,470,6,5,3,2,0,2,0,0,,,,,,0.98960499,,"Lawrence Butler",22542,671732
"Taj Bradley","- - -","P",73,71,375.1,19,22,1,1,0,0,0,0,0,,10,,,,0.97619048,,"Taj Bradley",22543,671737
"Michael Siani","- - -","CF",131,101,910.2,251,1,0,0,0,0,0,0,0,,,,,,1,,"Michael Siani",22557,672279
"Jarred Kelenic","- - -","CF",58,53,477.2,123,1,1,1,0,0,0,0,0,,,,,,0.992,,"Jarred Kelenic",22558,672284
"Jarred Kelenic","- - -","LF",155,136,1220.2,244,4,5,4,0,0,0,0,0,,,,,,0.98023715,,"Jarred Kelenic",22558,672284
"Jarred Kelenic","- - -","RF",44,38,331,79,0,2,1,1,0,0,0,0,,,,,,0.97530864,,"Jarred Kelenic",22558,672284
"Gabriel Arias","CLE","SS",158,146,1238,176,332,14,8,6,71,36,36,6,,,,,,0.97318008,,"Gabriel Arias",22563,672356
"Alejandro Kirk","TOR","C",298,273,2411.1,2407,114,20,4,13,2,7,2,4,,189,58,12,55,0.99212908,,"Alejandro Kirk",22581,672386
"Jordan Diaz","OAK","3B",38,37,304.2,24,43,6,4,2,6,6,0,1,,,,,,0.91780822,,"Jordan Diaz",22650,672478
"Gabriel Moreno","ARI","C",264,236,2119.2,1924,113,6,1,5,1,8,1,6,,114,47,6,59,0.99706314,,"Gabriel Moreno",22664,672515
"Maikel Garcia","KCR","2B",52,39,339.2,64,91,3,2,1,20,3,17,1,,,,,,0.98101266,,"Maikel Garcia",22715,672580
"Maikel Garcia","KCR","3B",348,325,2871,228,583,25,12,13,52,52,0,3,,,,,,0.97009569,,"Maikel Garcia",22715,672580
"Geraldo Perdomo","ARI","SS",359,337,3006,434,861,23,12,11,185,104,83,9,,,,,,0.98254932,,"Geraldo Perdomo",22799,672695
"Oswald Peraza","- - -","3B",98,75,682.2,44,157,6,3,3,6,8,0,0,,,,,,0.97101449,,"Oswald Peraza",22823,672724
"Wenceel Pérez","DET","CF",56,41,354.1,89,0,0,0,0,0,0,0,0,,,,,,1,,"Wenceel Perez",22857,672761
"Wenceel Pérez","DET","RF",149,126,1147.2,233,6,5,4,1,0,0,0,0,,,,,,0.9795082,,"Wenceel Perez",22857,672761
"Tucupita Marcano","PIT","SS",58,44,390,60,96,3,2,1,16,7,9,2,,,,,,0.98113208,,"Tucupita Marcano",22871,672779
"Lenyn Sosa","CHW","2B",188,167,1459.1,260,380,14,8,6,89,38,54,3,,,,,,0.97859327,,"Lenyn Sosa",22896,672820
"Lenyn Sosa","CHW","3B",65,54,500,44,89,5,2,3,13,13,0,2,,,,,,0.96376812,,"Lenyn Sosa",22896,672820
"Yainer Diaz","HOU","C",262,239,2159,2274,91,13,3,9,1,9,2,2,,202,56,8,62,0.99453322,,"Yainer Diaz",23003,673237
"Jacob Amaya","- - -","SS",61,49,412.2,66,86,2,2,0,19,6,12,2,,,,,,0.98701299,,"Jacob Amaya",23296,676070
"Ryan Noda","- - -","1B",160,139,1232,966,74,9,4,4,106,5,0,110,18,,,,,0.9914204,,"Ryan Noda",23312,676116
"Eric Wagaman","MIA","1B",106,84,767.1,667,46,8,5,3,45,5,1,50,4,,,,,0.9889043,,"Eric Wagaman",23395,676572
"José Caballero","- - -","2B",115,84,770.1,131,231,11,6,5,49,21,31,3,,,,,,0.97050938,,"Jose Caballero",23401,676609
"José Caballero","- - -","3B",79,32,360,28,77,2,2,0,8,8,0,1,,,,,,0.98130841,,"Jose Caballero",23401,676609
"José Caballero","- - -","SS",145,131,1127.2,146,328,14,8,6,66,35,34,5,,,,,,0.97131148,,"Jose Caballero",23401,676609
"JP Sears","- - -","P",89,89,478.2,6,34,2,0,2,2,4,0,0,,42,,,,0.95238095,,"JP Sears",23429,676664
"Davis Schneider","TOR","2B",98,66,608.2,88,155,0,0,0,27,10,18,2,,,,,,1,,"Davis Schneider",23565,676914
"Davis Schneider","TOR","LF",144,108,919.1,225,4,4,4,0,0,0,0,0,,,,,,0.98283262,,"Davis Schneider",23565,676914
"Wander Franco","TBR","SS",111,108,948,116,310,9,5,4,52,32,18,5,,,,,,0.97931034,,"Wander Franco",23667,677551
"Brayan Rocchio","CLE","SS",230,193,1761.2,263,448,21,10,11,109,61,50,6,,,,,,0.97131148,,"Brayan Rocchio",23690,677587
"José Tena","- - -","3B",86,75,662.1,41,131,15,8,7,17,18,0,1,,,,,,0.9197861,,"Jose Tena",23691,677588
"Julio Rodríguez","SEA","CF",427,426,3753,1082,13,11,7,4,0,5,0,0,,,,,,0.99005425,,"Julio Rodriguez",23697,677594
"Ronny Mauricio","NYM","3B",42,35,306.2,31,76,4,3,1,5,5,0,0,,,,,,0.96396396,,"Ronny Mauricio",23698,677595
"Ezequiel Duran","TEX","3B",61,53,486.1,30,101,9,6,3,4,4,0,0,,,,,,0.93571429,,"Ezequiel Duran",23733,677649
"Ezequiel Duran","TEX","LF",56,49,392.2,75,3,3,1,2,0,0,0,0,,,,,,0.96296296,,"Ezequiel Duran",23733,677649
"Ezequiel Duran","TEX","SS",67,50,458,65,131,5,0,5,24,13,11,1,,,,,,0.97512438,,"Ezequiel Duran",23733,677649
"Wilyer Abreu","BOS","RF",227,196,1733,417,15,13,7,6,0,5,0,0,,,,,,0.97078652,,"Wilyer Abreu",23772,677800
"Leo Jiménez","TOR","SS",44,36,330.2,44,76,2,1,1,14,9,3,3,,,,,,0.98360656,,"Leo Jimenez",23782,677870
"Blaze Alexander","ARI","3B",49,42,379,28,94,6,3,3,5,5,1,1,,,,,,0.953125,,"Blaze Alexander",23789,677942
"Alek Thomas","ARI","CF",277,238,2132,622,8,5,2,3,0,4,0,0,,,,,,0.99212598,,"Alek Thomas",23792,677950
"Parker Meadows","DET","CF",159,149,1315,373,1,2,1,1,0,0,0,0,,,,,,0.99468085,,"Parker Meadows",23800,678009
"Ji Hwan Bae","PIT","2B",65,56,466.1,70,116,7,3,4,20,7,14,0,,,,,,0.96373057,,"Ji Hwan Bae",23818,678225
"Ji Hwan Bae","PIT","CF",81,50,484.1,142,1,2,2,0,0,1,0,0,,,,,,0.9862069,,"Ji Hwan Bae",23818,678225
"Brayan Bello","BOS","P",84,83,472,51,48,4,2,2,4,0,0,4,,37,,,,0.96116505,,"Brayan Bello",23920,678394
"Curtis Mead","- - -","3B",57,53,448.1,37,82,6,3,3,6,8,0,0,,,,,,0.952,,"Curtis Mead",23986,678554
"Ezequiel Tovar","COL","SS",389,387,3371.1,536,1030,22,8,14,244,125,124,11,,,,,,0.9861461,,"Ezequiel Tovar",24064,678662
"Jhonkensy Noel","CLE","RF",106,68,650,168,6,0,0,0,0,3,0,0,,,,,,1,,"Jhonkensy Noel",24257,678877
"Ceddanne Rafaela","BOS","CF",233,197,1781.1,477,13,8,4,4,0,2,0,0,,,,,,0.98393574,,"Ceddanne Rafaela",24262,678882
"Ceddanne Rafaela","BOS","SS",87,76,692,119,165,10,6,4,37,16,18,4,,,,,,0.96598639,,"Ceddanne Rafaela",24262,678882
"Liover Peguero","PIT","SS",56,46,402.1,58,109,6,4,2,20,9,9,3,,,,,,0.96531792,,"Liover Peguero",24273,678894
"Johan Rojas","PHI","CF",238,189,1714,465,12,6,5,1,0,4,0,0,,,,,,0.98757764,,"Johan Rojas",24336,679032
"Max Schuemann","OAK","3B",54,33,314,25,63,3,2,1,5,5,0,1,,,,,,0.96703297,,"Max Schuemann",24488,680474
"Max Schuemann","OAK","SS",117,98,917,140,251,15,8,7,49,26,22,2,,,,,,0.96305419,,"Max Schuemann",24488,680474
"Addison Barger","TOR","3B",111,83,757.2,73,143,12,6,6,15,14,0,1,,,,,,0.94736842,,"Addison Barger",24598,680718
"Addison Barger","TOR","RF",83,68,580,126,11,3,2,1,0,3,0,0,,,,,,0.97857143,,"Addison Barger",24598,680718
"Steven Kwan","CLE","LF",403,401,3527,834,31,13,1,12,0,7,0,0,,,,,,0.98519362,,"Steven Kwan",24610,680757
"Jarren Duran","BOS","CF",208,173,1561.1,423,11,2,2,0,0,3,0,0,,,,,,0.99541284,,"Jarren Duran",24617,680776
"Jarren Duran","BOS","LF",235,207,1816,372,12,12,8,4,0,0,0,0,,,,,,0.96969697,,"Jarren Duran",24617,680776
"Ryan Jeffers","MIN","C",254,230,2061.1,2079,92,14,4,10,2,5,1,1,,155,38,13,78,0.99359268,,"Ryan Jeffers",24618,680777
"Brendan Donovan","STL","2B",179,162,1422,249,451,7,3,4,82,34,50,5,,,,,,0.99009901,,"Brendan Donovan",24679,680977
"Brendan Donovan","STL","LF",144,123,1101.2,216,7,0,0,0,0,2,0,0,,,,,,1,,"Brendan Donovan",24679,680977
"Jonah Bride","- - -","1B",52,40,370.2,299,30,2,2,0,31,5,0,33,1,,,,,0.9939577,,"Jonah Bride",24703,681146
"Jonah Bride","- - -","3B",63,51,428,44,78,3,1,2,10,11,0,2,,,,,,0.976,,"Jonah Bride",24703,681146
"Logan O'Hoppe","LAA","C",267,260,2289.2,2064,77,13,5,7,1,2,0,4,,167,47,13,113,0.99396472,,"Logan O'Hoppe",24729,681351
"James Outman","- - -","CF",217,178,1606.1,430,5,3,1,2,0,1,0,0,,,,,,0.99315068,,"James Outman",24770,681546
"Andy Pages","LAD","CF",195,181,1531,460,8,8,6,2,0,2,0,0,,,,,,0.98319328,,"Andy Pages",24816,681624
"Andy Pages","LAD","RF",90,43,470.2,121,3,0,0,0,0,2,0,0,,,,,,1,,"Andy Pages",24816,681624
"Daniel Schneemann","CLE","2B",79,60,534.2,90,142,2,0,2,37,12,25,2,,,,,,0.99145299,,"Daniel Schneemann",25180,682177
"Endy Rodríguez","PIT","C",61,53,468.1,447,27,3,1,2,1,0,2,1,,29,11,5,27,0.99371069,,"Endy Rodriguez",25332,682848
"Michael Stefanic","- - -","2B",56,47,395.1,80,101,1,1,0,31,11,20,1,,,,,,0.99450549,,"Michael Stefanic",25353,683021
"Brady Singer","- - -","P",89,89,488.2,33,49,2,1,1,1,1,0,0,,27,,,,0.97619048,,"Brady Singer",25377,663903
"George Kirby","SEA","P",84,84,490.1,40,28,1,0,1,2,2,0,0,,49,,,,0.98550725,,"George Kirby",25436,669923
"Isaac Collins","MIL","LF",104,85,783.1,152,2,4,3,1,0,0,0,0,,,,,,0.97468354,,"Isaac Collins",25477,686555
"Brenton Doyle","COL","CF",389,372,3247,1131,23,7,6,1,0,7,0,0,,,,,,0.99397071,,"Brenton Doyle",25479,686668
"Joey Ortiz","- - -","3B",138,126,1115.1,102,230,10,3,7,23,23,0,1,,,,,,0.97076023,,"Joey Ortiz",25493,687401
"Joey Ortiz","- - -","SS",147,133,1171,167,315,8,4,4,64,36,27,4,,,,,,0.98367347,,"Joey Ortiz",25493,687401
"Korey Lee","CHW","C",150,125,1104,1068,44,8,2,6,1,3,1,1,,101,33,11,46,0.99285714,,"Korey Lee",25543,686676
"Kyle McCann","OAK","C",44,39,324,288,12,4,1,3,0,2,0,0,,34,8,5,7,0.98684211,,"Kyle McCann",25575,668832
"Drew Millas","WSN","C",44,40,348.1,317,16,6,1,5,0,2,0,2,,27,9,1,20,0.98230088,,"Drew Millas",25643,686452
"Will Brennan","CLE","RF",194,157,1407.2,337,11,4,2,2,0,3,0,0,,,,,,0.98863636,,"Will Brennan",25660,686823
"Grant McCray","SFG","CF",38,35,309.1,88,0,2,0,2,0,0,0,0,,,,,,0.97777778,,"Grant McCray",25690,687529
"Bobby Witt Jr.","KCR","SS",447,444,3879,547,1040,37,23,14,197,110,88,11,,,,,,0.97721675,,"Bobby Witt Jr.",25764,677951
"CJ Abrams","WSN","SS",415,410,3565.2,587,1034,57,22,34,220,119,100,15,,,,,,0.96603099,,"CJ Abrams",25768,682928
"Pedro Pagés","STL","C",168,154,1373.1,1193,73,8,4,4,1,3,1,2,,121,36,11,47,0.99372057,,"Pedro Pages",25782,686780
"Blake Sabol","- - -","C",70,57,497.1,485,25,10,7,3,0,1,0,0,,58,8,7,33,0.98076923,,"Blake Sabol",25805,666165
"Jared Triolo","PIT","2B",71,62,541.2,116,169,1,1,0,49,9,40,1,,,,,,0.9965035,,"Jared Triolo",25807,669707
"Jared Triolo","PIT","3B",115,113,988.2,70,206,7,5,2,19,19,0,1,,,,,,0.97526502,,"Jared Triolo",25807,669707
"Jared Triolo","PIT","SS",52,48,422.2,70,118,5,4,1,28,12,15,2,,,,,,0.97409326,,"Jared Triolo",25807,669707
"Shea Langeliers","OAK","C",352,333,2975.1,2767,133,21,3,17,4,7,4,3,,249,83,21,122,0.99281068,,"Shea Langeliers",25816,669127
"Michael Toglia","COL","1B",218,203,1804.1,1742,131,11,7,4,182,26,0,196,26,,,,,0.99416136,,"Michael Toglia",25845,669911
"Corbin Carroll","ARI","CF",129,113,1005,292,4,2,2,0,0,2,0,0,,,,,,0.99328859,,"Corbin Carroll",25878,682998
"Corbin Carroll","ARI","LF",74,53,481.1,97,1,0,0,0,0,0,0,0,,,,,,1,,"Corbin Carroll",25878,682998
"Corbin Carroll","ARI","RF",266,247,2196.1,535,14,2,1,1,0,5,0,0,,,,,,0.99637024,,"Corbin Carroll",25878,682998
"Hunter Brown","HOU","P",90,87,493.1,32,39,2,0,2,1,1,0,0,,56,,,,0.97260274,,"Hunter Brown",25880,686613
"Michael Harris II","ATL","CF",392,387,3417.2,895,10,5,3,2,0,3,0,0,,,,,,0.99450549,,"Michael Harris II",25931,671739
"Kerry Carpenter","DET","RF",179,159,1372.2,316,12,5,4,1,0,1,0,0,,,,,,0.98498498,,"Kerry Carpenter",25961,681481
"Riley Greene","DET","CF",122,109,973.1,240,1,5,4,1,0,1,0,0,,,,,,0.9796748,,"Riley Greene",25976,682985
"Riley Greene","DET","LF",200,188,1646.1,387,6,5,4,1,0,1,0,0,,,,,,0.98743719,,"Riley Greene",25976,682985
"Nasim Nuñez","WSN","SS",48,32,310.1,52,108,4,2,2,23,15,9,2,,,,,,0.97560976,,"Nasim Nunez",25979,683083
"Andre Pallante","STL","P",119,48,339.1,48,45,3,0,3,2,2,0,0,,58,,,,0.96875,,"Andre Pallante",26108,669467
